id,pokemon_id,move_id
1239,20,203
1240,20,207
1241,20,213
1242,20,214
1243,20,216
1244,20,218
1245,20,228
1246,20,231
1247,20,237
1248,20,241
1249,20,247
1250,20,249
1251,20,240
1252,20,263
1253,20,269
1254,20,283
1255,20,290
1256,20,351
1257,20,68
1258,20,86
1259,20,14
1260,20,44
1261,20,242
1262,20,363
1263,20,365
1264,20,369
1265,20,372
1266,20,389
1267,20,416
1268,20,445
1269,20,447
1270,20,451
1271,20,387
1272,20,428
1273,20,496
1274,20,514
1275,20,526
1276,20,528
1277,20,253
1278,20,343
1279,20,590
1280,21,13
1281,21,18
1282,21,19
1283,21,31
1284,21,36
1285,21,38
1286,21,43
1287,21,45
1288,21,64
1289,21,65
1290,21,92
1291,21,97
1292,21,99
1293,21,102
1294,21,104
1295,21,117
1296,21,119
1297,21,129
1298,21,143
1299,21,156
1300,21,164
1301,21,98
1302,21,161
1303,21,168
1304,21,173
1305,21,174
1306,21,182
1307,21,184
1308,21,185
1309,21,189
1310,21,197
1311,21,203
1312,21,206
1313,21,207
1314,21,211
1315,21,213
1316,21,214
1317,21,216
1318,21,218
1319,21,228
1320,21,237
1321,21,241
1322,21,240
1323,21,263
1324,21,290
1325,21,310
1326,21,332
1327,21,253
1328,21,355
1329,21,363
1330,21,365
1331,21,369
1332,21,372
1333,21,432
1334,21,445
1335,21,239
1336,21,257
1337,21,314
1338,21,466
1339,21,297
1340,21,366
1341,21,496
1342,21,497
1343,21,526
1344,21,529
1345,21,590
1346,21,116
1347,22,13
1348,22,18
1349,22,19
1350,22,31
1351,22,36
1352,22,38
1353,22,43
1354,22,45
1355,22,63
1356,22,64
1357,22,65
1358,22,92
1359,22,97
1360,22,99
1361,22,102
1362,22,104
1363,22,117
1364,22,119
1365,22,129
1366,22,143
1367,22,156
1368,22,164
1369,22,168
1370,22,173
1371,22,174
1372,22,182
1373,22,189
1374,22,197
1375,22,203
1376,22,207
1377,22,211
1378,22,213
1379,22,214
1380,22,216
1381,22,218
1382,22,228
1383,22,237
1384,22,241
1385,22,240
1386,22,263
1387,22,290
1388,22,332
1389,22,355
1390,22,363
1391,22,365
1392,22,369
1393,22,372
1394,22,416
1395,22,432
1396,22,445
1397,22,239
1398,22,257
1399,22,314
1400,22,466
1401,22,366
1402,22,206
1403,22,496
1404,22,497
1405,22,526
1406,22,529
1407,22,253
1408,22,590
1409,22,116
1410,23,34
1411,23,35
1412,23,36
1413,23,38
1414,23,40
1415,23,43
1416,23,44
1417,23,51
1418,23,70
1419,23,72
1420,23,89
1421,23,90
1422,23,91
1423,23,92
1424,23,99
1425,23,102
1426,23,103
1427,23,104
1428,23,117
1429,23,130
1430,23,137
1431,23,156
1432,23,157
1433,23,164
1434,23,21
1435,23,29
1436,23,114
1437,23,168
1438,23,173
1439,23,174
1440,23,180
1441,23,182
1442,23,188
1443,23,202
1444,23,203
1445,23,207
1446,23,213
1447,23,214
1448,23,216
1449,23,218
1450,23,228
1451,23,237
1452,23,241
1453,23,251
1454,23,242
1455,23,231
1456,23,240
1457,23,254
1458,23,255
1459,23,256
1460,23,259
1461,23,263
1462,23,289
1463,23,290
1464,23,305
1465,23,50
1466,23,184
1467,23,317
1468,23,342
1469,23,363
1470,23,371
1471,23,380
1472,23,398
1473,23,399
1474,23,426
1475,23,441
1476,23,445
1477,23,401
1478,23,402
1479,23,415
1480,23,389
1481,23,474
1482,23,482
1483,23,489
1484,23,491
1485,23,496
1486,23,523
1487,23,20
1488,23,562
1489,23,590
1490,23,611
1491,23,693
1492,24,34
1493,24,35
1494,24,36
1495,24,38
1496,24,40
1497,24,43
1498,24,44
1499,24,51
1500,24,63
1501,24,70
1502,24,72
1503,24,89
1504,24,90
1505,24,91
1506,24,92
1507,24,99
1508,24,102
1509,24,103
1510,24,104
1511,24,117
1512,24,130
1513,24,137
1514,24,156
1515,24,157
1516,24,164
1517,24,29
1518,24,114
1519,24,168
1520,24,173
1521,24,174
1522,24,182
1523,24,188
1524,24,202
1525,24,203
1526,24,207
1527,24,213
1528,24,214
1529,24,216
1530,24,218
1531,24,237
1532,24,241
1533,24,231
1534,24,240
1535,24,254
1536,24,255
1537,24,256
1538,24,259
1539,24,263
1540,24,289
1541,24,290
1542,24,242
1543,24,317
1544,24,363
1545,24,371
1546,24,380
1547,24,398
1548,24,399
1549,24,416
1550,24,422
1551,24,423
1552,24,424
1553,24,426
1554,24,441
1555,24,445
1556,24,180
1557,24,401
1558,24,402
1559,24,474
1560,24,482
1561,24,489
1562,24,491
1563,24,496
1564,24,523
1565,24,525
1566,24,20
1567,24,562
1568,24,590
1569,24,611
1570,24,693
1571,25,5
1572,25,6
1573,25,25
1574,25,34
1575,25,36
1576,25,38
1577,25,45
1578,25,57
1579,25,66
1580,25,69
1581,25,84
1582,25,85
1583,25,86
1584,25,87
1585,25,92
1586,25,97
1587,25,98
1588,25,99
1589,25,102
1590,25,104
1591,25,115
1592,25,117
1593,25,129
1594,25,130
1595,25,148
1596,25,156
1597,25,164
1598,25,21
1599,25,39
1600,25,113
1601,25,9
1602,25,29
1603,25,70
1604,25,111
1605,25,173
1606,25,174
1607,25,182
1608,25,189
1609,25,192
1610,25,197
1611,25,203
1612,25,205
1613,25,207
1614,25,213
1615,25,214
1616,25,216
1617,25,218
1618,25,223
1619,25,231
1620,25,237
1621,25,240
1622,25,91
1623,25,249
1624,25,263
1625,25,264
1626,25,280
1627,25,290
1628,25,351
1629,25,68
1630,25,363
1631,25,364
1632,25,374
1633,25,435
1634,25,445
1635,25,447
1636,25,451
1637,25,270
1638,25,282
1639,25,324
1640,25,393
1641,25,486
1642,25,496
1643,25,497
1644,25,521
1645,25,528
1646,25,343
1647,25,589
1648,25,590
1649,25,609
1650,25,209
1651,25,527
1652,26,5
1653,26,6
1654,26,25
1655,26,34
1656,26,36
1657,26,38
1658,26,45
1659,26,63
1660,26,66
1661,26,69
1662,26,84
1663,26,85
1664,26,86
1665,26,87
1666,26,92
1667,26,99
1668,26,102
1669,26,104
1670,26,115
1671,26,117
1672,26,129
1673,26,130
1674,26,148
1675,26,156
1676,26,164
1677,26,9
1678,26,29
1679,26,39
1680,26,70
1681,26,98
1682,26,111
1683,26,168
1684,26,173
1685,26,174
1686,26,182
1687,26,189
1688,26,192
1689,26,197
1690,26,203
1691,26,205
1692,26,207
1693,26,213
1694,26,214
1695,26,216
1696,26,218
1697,26,223
1698,26,231
1699,26,237
1700,26,240
1701,26,91
1702,26,113
1703,26,249
1704,26,263
1705,26,264
1706,26,280
1707,26,290
1708,26,351
1709,26,68
1710,26,363
1711,26,374
1712,26,411
1713,26,416
1714,26,445
1715,26,447
1716,26,451
1717,26,270
1718,26,282
1719,26,324
1720,26,393
1721,26,496
1722,26,497
1723,26,521
1724,26,528
1725,26,343
1726,26,590
1727,26,527
1728,27,10
1729,27,14
1730,27,15
1731,27,28
1732,27,34
1733,27,36
1734,27,38
1735,27,40
1736,27,66
1737,27,69
1738,27,70
1739,27,89
1740,27,90
1741,27,91
1742,27,92
1743,27,99
1744,27,102
1745,27,104
1746,27,117
1747,27,129
1748,27,130
1749,27,154
1750,27,156
1751,27,157
1752,27,163
1753,27,164
1754,27,29
1755,27,68
1756,27,111
1757,27,168
1758,27,173
1759,27,174
1760,27,175
1761,27,182
1762,27,189
1763,27,197
1764,27,201
1765,27,203
1766,27,205
1767,27,207
1768,27,210
1769,27,213
1770,27,214
1771,27,216
1772,27,218
1773,27,219
1774,27,223
1775,27,229
1776,27,231
1777,27,237
1778,27,241
1779,27,249
1780,27,232
1781,27,263
1782,27,264
1783,27,280
1784,27,290
1785,27,306
1786,27,317
1787,27,328
1788,27,332
1789,27,360
1790,27,363
1791,27,374
1792,27,398
1793,27,400
1794,27,404
1795,27,421
1796,27,431
1797,27,445
1798,27,446
1799,27,282
1800,27,414
1801,27,162
1802,27,341
1803,27,468
1804,27,496
1805,27,498
1806,27,523
1807,27,222
1808,27,343
1809,27,563
1810,27,590
1811,28,10
1812,28,14
1813,28,15
1814,28,28
1815,28,34
1816,28,36
1817,28,38
1818,28,40
1819,28,63
1820,28,66
1821,28,69
1822,28,70
1823,28,89
1824,28,90
1825,28,91
1826,28,92
1827,28,99
1828,28,102
1829,28,104
1830,28,117
1831,28,129
1832,28,130
1833,28,154
1834,28,156
1835,28,157
1836,28,163
1837,28,164
1838,28,29
1839,28,111
1840,28,168
1841,28,173
1842,28,174
1843,28,182
1844,28,189
1845,28,197
1846,28,201
1847,28,203
1848,28,205
1849,28,207
1850,28,210
1851,28,213
1852,28,214
1853,28,216
1854,28,218
1855,28,223
1856,28,231
1857,28,237
1858,28,241
1859,28,249
1860,28,263
1861,28,264
1862,28,280
1863,28,290
1864,28,317
1865,28,328
1866,28,332
1867,28,68
1868,28,229
1869,28,306
1870,28,360
1871,28,363
1872,28,374
1873,28,398
1874,28,404
1875,28,411
1876,28,416
1877,28,421
1878,28,431
1879,28,444
1880,28,445
1881,28,446
1882,28,282
1883,28,414
1884,28,162
1885,28,219
1886,28,468
1887,28,496
1888,28,523
1889,28,222
1890,28,343
1891,28,590
1892,29,10
1893,29,24
1894,29,33
1895,29,34
1896,29,36
1897,29,38
1898,29,39
1899,29,40
1900,29,44
1901,29,45
1902,29,59
1903,29,85
1904,29,87
1905,29,92
1906,29,99
1907,29,102
1908,29,104
1909,29,115
1910,29,117
1911,29,130
1912,29,154
1913,29,156
1914,29,164
1915,29,29
1916,29,48
1917,29,50
1918,29,68
1919,29,111
1920,29,116
1921,29,168
1922,29,173
1923,29,174
1924,29,182
1925,29,189
1926,29,197
1927,29,203
1928,29,204
1929,29,207
1930,29,213
1931,29,214
1932,29,216
1933,29,218
1934,29,231
1935,29,237
1936,29,240
1937,29,241
1938,29,251
1939,29,15
1940,29,58
1941,29,70
1942,29,91
1943,29,188
1944,29,242
1945,29,249
1946,29,260
1947,29,263
1948,29,270
1949,29,290
1950,29,332
1951,29,351
1952,29,352
1953,29,228
1954,29,305
1955,29,363
1956,29,390
1957,29,398
1958,29,421
1959,29,445
1960,29,162
1961,29,342
1962,29,468
1963,29,474
1964,29,496
1965,29,498
1966,29,497
1967,29,590
1968,29,599
1969,30,10
1970,30,24
1971,30,32
1972,30,33
1973,30,34
1974,30,36
1975,30,38
1976,30,39
1977,30,40
1978,30,44
1979,30,45
1980,30,55
1981,30,58
1982,30,59
1983,30,61
1984,30,85
1985,30,87
1986,30,92
1987,30,99
1988,30,102
1989,30,104
1990,30,115
1991,30,117
1992,30,130
1993,30,154
1994,30,156
1995,30,164
1996,30,29
1997,30,70
1998,30,111
1999,30,168
2000,30,173
2001,30,174
2002,30,182
2003,30,189
2004,30,197
2005,30,203
2006,30,207
2007,30,213
2008,30,214
2009,30,216
2010,30,218
2011,30,231
2012,30,237
2013,30,240
2014,30,241
2015,30,249
2016,30,15
2017,30,91
2018,30,188
2019,30,242
2020,30,260
2021,30,263
2022,30,270
2023,30,290
2024,30,332
2025,30,351
2026,30,352
2027,30,68
2028,30,305
2029,30,363
2030,30,390
2031,30,398
2032,30,421
2033,30,445
2034,30,162
2035,30,468
2036,30,474
2037,30,496
2038,30,497
2039,30,590
2040,31,5
2041,31,6
2042,31,10
2043,31,25
2044,31,32
2045,31,33
2046,31,34
2047,31,36
2048,31,38
2049,31,39
2050,31,40
2051,31,55
2052,31,57
2053,31,58
2054,31,59
2055,31,61
2056,31,63
2057,31,66
2058,31,68
2059,31,69
2060,31,70
2061,31,85
2062,31,87
2063,31,89
2064,31,90
2065,31,92
2066,31,99
2067,31,102
2068,31,104
2069,31,115
2070,31,117
2071,31,126
2072,31,130
2073,31,156
2074,31,157
2075,31,164
2076,31,24
2077,31,7
2078,31,8
2079,31,9
2080,31,29
2081,31,46
2082,31,111
2083,31,168
2084,31,173
2085,31,174
2086,31,182
2087,31,189
2088,31,196
2089,31,197
2090,31,201
2091,31,203
2092,31,207
2093,31,210
2094,31,213
2095,31,214
2096,31,216
2097,31,218
2098,31,223
2099,31,231
2100,31,237
2101,31,240
2102,31,241
2103,31,247
2104,31,249
2105,31,53
2106,31,15
2107,31,91
2108,31,188
2109,31,259
2110,31,263
2111,31,264
2112,31,269
2113,31,280
2114,31,290
2115,31,317
2116,31,332
2117,31,351
2118,31,352
2119,31,276
2120,31,363
2121,31,374
2122,31,398
2123,31,406
2124,31,411
2125,31,414
2126,31,416
2127,31,419
2128,31,421
2129,31,431
2130,31,444
2131,31,445
2132,31,446
2133,31,200
2134,31,253
2135,31,270
2136,31,401
2137,31,162
2138,31,250
2139,31,468
